meanA,meanAstd,meangstd,stdmeanA,stdstda,meang,skewmeanA,skewstdA,skewG,minmeanA,minstdA,minG,maxmeanA,maxstdA,maxmG,kurtmeanA,kurtstdA,kurtG,entromeanA,entrostdA,entroG,iqrmeanA,iqrstdA,iqrG,class
1.003939712,0.00598129,0.14501807,0.00415133,0.002823313,0.14501807,0.114953627,0.919947144,0.235196638,0.994626654,0.001521242,0.048703088,1.013307173,0.014842904,0.238052998,-0.313709307,0.761458791,0.051271789,4.605161638,4.497974941,4.558791577,0.005256415,0.003029194,0.042044846,1
1.006442088,0.010019819,0.110125441,0.006139603,0.007208745,0.110125441,0.366372539,1.45521204,0.606853661,0.989719849,0.000290977,0.031382265,1.023275987,0.033260793,0.227148272,0.114913603,1.937317639,-0.921152315,4.605151593,4.374763697,4.487861762,0.008311319,0.007082412,0.089049507,1
1.005415432,0.013715959,0.145296427,0.008919197,0.009523037,0.145296427,0.367934005,1.212581543,-0.027829271,0.986461424,0.001612809,0.043252451,1.030204528,0.047298824,0.254451062,-0.089227645,1.285872422,-1.233052033,4.605130879,4.382883589,4.521210448,0.012270387,0.010970117,0.106518207,1
1.003803177,0.009758509,0.112433909,0.007362127,0.00908815,0.112433909,0.793239272,1.919489224,1.034990238,0.986461424,0.000724736,0.043252451,1.030204528,0.047298824,0.254451062,2.157845479,4.03388676,-0.19701423,4.605143341,4.255669781,4.487461301,0.007850885,0.01048397,0.065159536,1
1.004933279,0.004957646,0.077398466,0.003176581,0.00319558,0.077398466,0.259902244,1.259110379,1.658665761,0.998331434,0.000724736,0.053518045,1.013766937,0.015042699,0.145161033,0.024871359,1.091438051,2.304813201,4.605165191,4.418520537,4.573831713,0.004562316,0.003825292,0.020203039,1
1.004638893,0.005677719,0.093642627,0.003153992,0.003816223,0.093642627,-0.523917032,1.069690007,0.851919095,0.995765309,0.001028283,0.053518045,1.011468528,0.015633513,0.174035023,0.14852392,0.154845055,-0.796947547,4.605165255,4.398293545,4.527446821,0.004086778,0.004487758,0.062860757,1
1.003975228,0.002637589,0.055481441,0.001803117,0.001646535,0.055481441,-0.193083466,1.238475379,0.237983073,0.99971037,0.00021669,0.025951479,1.007665226,0.008679476,0.093886966,-0.701559653,1.787108992,-1.420074503,4.605168573,4.424275463,4.526337969,0.002755729,0.002002852,0.03822171,1
1.004103481,0.006675644,0.092382403,0.004669582,0.005309726,0.092382403,0.564950345,1.775860636,0.193292049,0.9956411,0.000172422,0.016529132,1.018271973,0.02744957,0.181990395,0.622428409,3.519170468,-1.288944973,4.605159382,4.338134979,4.454808577,0.006336473,0.006259116,0.084493896,1
1.004499706,0.003711148,0.055698693,0.002321266,0.001965781,0.055698693,-0.482569335,0.595968122,0.938560906,0.998187288,0.000213697,0.017064804,1.010362707,0.009585985,0.125495131,0.231232814,-0.023990251,0.64872017,4.605167515,4.461126829,4.496997785,0.002833548,0.002500365,0.035790011,1
1.004247614,0.003326962,0.059245962,0.001767871,0.001544495,0.059245962,-0.571731455,0.216185435,2.312832501,0.999079313,0.000213697,0.018347392,1.007328225,0.007369088,0.227054317,-0.203218948,-0.135038082,5.04010676,4.605168636,4.488066809,4.40230425,0.002238007,0.001980384,0.032822834,1
1.00390747,0.00957585,0.075203469,0.008638538,0.010204276,0.075203469,-3.238300744,4.564491136,0.950293774,0.950457299,0.000989882,0.044565311,1.018644288,0.07937734,0.142199993,16.7469431,25.4370165,0.043706281,4.605132811,4.275579109,4.551563731,0.007946611,0.006510403,0.038922237,1
1.00557849,0.024250045,0.114651925,0.020935762,0.026916252,0.114651925,-0.202754636,1.679714504,0.781390699,0.950457299,0.000989882,0.044850615,1.06609226,0.110658408,0.242655968,2.04542456,1.770281809,-0.062695684,4.604953074,4.111527616,4.499428416,0.009280364,0.020455468,0.068688627,1
1.004560885,0.027232802,0.191945552,0.022157831,0.027212885,0.191945552,-0.120342736,1.489344083,0.022760701,0.950687885,0.001167031,0.051972551,1.06609226,0.110658408,0.317796531,1.238282614,1.202479651,-0.969566386,4.604926626,4.182744408,4.539888518,0.013634186,0.024213674,0.106021801,1
1.006259942,0.01431381,0.264146991,0.012066868,0.014108291,0.264146991,-1.915062878,3.194672714,0.359898336,0.950687885,0.001215285,0.143569658,1.034158549,0.091960938,0.404242538,6.310194324,12.40141828,-0.991495926,4.605097717,4.276467184,4.568313623,0.010353599,0.00976544,0.112996744,1
1.010283026,0.029184032,0.318386406,0.031326824,0.034901086,0.318386406,2.339298409,2.791981908,0.079745734,0.961689251,0.002120823,0.15898679,1.14359398,0.192038438,0.492993901,7.283721175,8.551457217,-1.203168282,4.604700322,4.122959769,4.559365579,0.024574108,0.024394018,0.163237598,1
1.004591484,0.00790329,0.16887259,0.004836563,0.005503487,0.16887259,0.414176472,1.367139417,0.656714744,0.995686721,0.000831241,0.060011813,1.016582805,0.023997183,0.339141058,-0.312394683,1.094362636,-0.556683678,4.605158604,4.394113379,4.495138284,0.005997075,0.006278618,0.100722384,1
1.004692577,0.011706971,0.16809138,0.00715899,0.00753919,0.16809138,-0.177509863,0.947453397,0.683399089,0.987370848,0.000831241,0.049035503,1.021741628,0.03799015,0.339141058,-0.36265897,0.702504965,-0.508299741,4.605144788,4.404980909,4.495547388,0.009700444,0.009687794,0.102883762,1
1.003973701,0.009925919,0.126252083,0.006560923,0.007168499,0.126252083,-0.147823401,1.448654542,1.026515101,0.987370848,0.000459432,0.037988975,1.021741628,0.03799015,0.302856961,0.121007122,2.461717939,0.347321575,4.605148826,4.369109847,4.474990916,0.008997834,0.008013561,0.075695428,1
1.004378958,0.006614819,0.096536133,0.004316338,0.00413899,0.096536133,-0.055642028,0.748248263,2.047233291,0.994125946,0.00036084,0.037988975,1.014031694,0.018616902,0.302856961,-0.673725433,0.074290231,3.552100819,4.605160951,4.406717221,4.446978534,0.006040905,0.005884405,0.047453218,1
1.004119009,0.005240673,0.064320952,0.003505827,0.00381605,0.064320952,-0.007799639,1.2644827,0.05977734,0.994125946,0.00036084,0.041087929,1.012948053,0.017407737,0.086697133,0.147457141,1.061650128,-0.98308669,4.605164091,4.364466003,4.587613823,0.004320832,0.004167988,0.018801428,1
1.004192891,0.004046267,0.078902418,0.00198763,0.002200277,0.078902418,0.6041484,0.696696973,0.611670012,0.99975824,0.000318627,0.023921722,1.010120234,0.009941194,0.156964837,0.063419667,-0.072252316,-0.992258113,4.605168228,4.456425849,4.501282782,0.003078455,0.002574732,0.061495934,1
1.004010823,0.003685666,0.04854317,0.002319925,0.001825106,0.04854317,0.747348097,0.563469483,2.150686558,0.999004142,0.000317221,0.023921722,1.012825866,0.009164802,0.13390844,2.09472775,0.394442278,4.578476124,4.605167518,4.47738436,4.508855209,0.002646661,0.002171914,0.019615,1
1.004223931,0.003821372,0.073107088,0.002282695,0.001880704,0.073107088,0.364150379,0.557864381,1.414023099,0.997881947,0.000317221,0.026531569,1.012825866,0.009164802,0.224105504,2.564672713,-0.005527437,0.544231629,4.605167603,4.481204457,4.320525842,0.002292915,0.002502248,0.061046526,1
1.003335574,0.004858746,0.135240797,0.003259039,0.00251073,0.135240797,-0.409239777,0.620358783,0.922502483,0.994157374,0.000173772,0.03168955,1.010848417,0.012185921,0.384841999,0.043845705,-0.049993456,0.230334353,4.605164908,4.470210716,4.404801983,0.003599499,0.003655597,0.127145629,1
1.004398174,0.008227573,0.244191933,0.006131738,0.006218795,0.244191933,0.917237444,2.042731254,0.209795295,0.992836985,0.000173772,0.047631015,1.025991872,0.033201265,0.473392173,1.271408753,4.625380457,-1.494664623,4.605151585,4.373143281,4.403653641,0.00762272,0.004561014,0.303559048,1
1.004358355,0.006695146,0.065069423,0.004129657,0.004588474,0.065069423,0.342906889,1.149720109,1.35434175,0.996433123,0.000352357,0.027014384,1.015411805,0.022676431,0.162080685,-0.381712394,1.283751918,1.306565515,4.605161737,4.383827538,4.498244862,0.006110974,0.00627023,0.037559404,1
1.004615481,0.00658456,0.063883952,0.003716883,0.004163923,0.063883952,0.049694541,1.303645397,0.149853556,0.997078586,0.00067956,0.028936993,1.014114271,0.022676431,0.102055827,-0.484451859,2.435131088,-0.776495963,4.605163342,4.418553251,4.566091162,0.005252931,0.004916603,0.024681396,1
1.004119953,0.005361552,0.053703917,0.002702869,0.002568719,0.053703917,0.091163168,0.970363093,0.446716255,0.997165522,0.001072257,0.023239518,1.010491999,0.013218831,0.08820553,0.289126661,1.219481134,-0.756851812,4.605166563,4.494292596,4.553852191,0.003129129,0.002505479,0.026456781,1
1.003690934,0.00592501,0.040410951,0.003879105,0.004659605,0.040410951,1.075157206,2.95897215,0.358069297,0.996071102,0.001072257,0.021671863,1.017769938,0.026993315,0.063119306,2.664576241,9.44403853,-0.385438276,4.605162728,4.388629229,4.578148585,0.004110855,0.002576009,0.01124007,1
1.004027259,0.006820933,0.047193435,0.004543242,0.005439577,0.047193435,0.709936088,1.827948058,0.15605574,0.996071102,0.000425078,0.021671863,1.017769938,0.026993315,0.073705484,0.528548699,3.262925068,-0.820008838,4.605159959,4.345578081,4.569047023,0.005340763,0.004508605,0.019125482,1
1.011228019,0.030856378,0.29917487,0.019947492,0.018858927,0.29917487,-0.305918955,0.732541067,-0.607731336,0.960980198,0.003014755,0.116438037,1.050088577,0.078687627,0.413829645,0.008369319,-0.317656914,-0.651268953,4.604975199,4.420661542,4.567943949,0.023641558,0.025952975,0.120542578,1
1.006615894,0.046293455,0.232175831,0.031025545,0.028678058,0.232175831,-0.296802473,0.665009075,0.119030367,0.938618462,0.004971104,0.060726094,1.064732191,0.129158234,0.402922571,-0.427912077,-0.407179529,-0.404880792,4.604693555,4.413925957,4.539171884,0.035750493,0.044720363,0.102962651,1
1.003443107,0.037529554,0.248328328,0.028118351,0.030236042,0.248328328,-0.100531125,1.1004077,-0.942794536,0.938618462,0.0017529,0.060726094,1.064732191,0.129158234,0.36648095,0.183230929,0.206576456,0.417077378,4.60477704,4.307669206,4.559160298,0.029617041,0.035116392,0.078664002,1
1.004245864,0.02266173,0.298894918,0.016966477,0.014884768,0.298894918,0.203853861,1.005920241,0.081341149,0.965468707,0.0017529,0.203528142,1.054201965,0.067909492,0.389518009,0.101048987,0.608484322,-1.030484849,4.605027613,4.399871948,4.593282022,0.022614319,0.019827134,0.074556917,1
1.00619779,0.025511374,0.358042623,0.017151221,0.014882605,0.358042623,0.151053437,0.917822049,0.315073715,0.965468707,0.000931499,0.203528142,1.054201965,0.067909492,0.551416668,-0.070542957,0.639792491,-0.746529275,4.605025014,4.438284897,4.57495152,0.024836699,0.016764288,0.132201981,1
1.005922884,0.005126914,0.228840844,0.003223384,0.002474575,0.228840844,-0.946666039,0.085697408,-0.240502348,0.996375446,0.000358683,0.084476962,1.011821141,0.010358491,0.346466983,0.887491742,-1.006424313,-0.67705745,4.605165047,4.479105418,4.558807939,0.004221426,0.003964343,0.094267882,1
1.005700566,0.011254852,0.339496504,0.009429966,0.012488752,0.339496504,-0.904274602,2.143106555,1.080107125,0.973949517,0.00101533,0.127516187,1.028655662,0.060375956,0.794452536,2.553015175,4.475939569,0.190685055,4.605126099,4.147109156,4.479460304,0.006321224,0.00906522,0.268785515,1
1.005199753,0.014449277,0.444028965,0.010332403,0.012620522,0.444028965,-0.642418901,1.62092178,0.407470661,0.973949517,0.000941595,0.181541402,1.028655662,0.060375956,0.794452536,1.112362715,2.552685157,-0.695439174,4.605117237,4.280588126,4.534290777,0.008399159,0.012602572,0.221184724,1
1.005470555,0.022396064,0.525340862,0.017896957,0.020537522,0.525340862,0.827750644,1.973862936,-0.393191244,0.964954579,0.000941595,0.181541402,1.054563209,0.105591854,0.771714426,1.010302251,4.773573825,-0.888730674,4.605012518,4.255636906,4.556155707,0.019846414,0.024091537,0.217852493,1
1.006263532,0.032211448,0.509368121,0.019898384,0.022807103,0.509368121,0.632064556,1.44202584,-0.619046925,0.964954579,0.001488426,0.151784358,1.054563209,0.105591854,0.766044721,-0.06670991,1.731230514,-0.759838923,4.604975448,4.383704139,4.535210661,0.023507653,0.024837901,0.231320017,1
1.005552458,0.023341791,0.355761697,0.012142357,0.019423064,0.355761697,0.653080322,1.781335,0.669462912,0.978680076,0.000646149,0.151784358,1.043645971,0.096636204,0.732109975,0.719623065,3.20804396,-0.100511619,4.605097465,4.314182658,4.529504212,0.014930161,0.018234375,0.174715126,1
1.009426483,0.025490334,0.249117511,0.024165663,0.035865763,0.249117511,2.568925282,3.325951204,-0.110053449,0.959189461,0.000646149,0.064087967,1.127636671,0.216771319,0.419571392,8.923074047,12.34926549,-1.247134852,4.604889191,4.007651732,4.501461709,0.014021065,0.019029173,0.19185185,1
1.008875312,0.036082799,0.409368699,0.032178897,0.031772667,0.409368699,1.262606467,1.451182679,0.295247476,0.94272695,0.000554867,0.167642261,1.124648427,0.150887703,0.644942482,2.584896769,1.889904688,-0.91022434,4.604667882,4.257514662,4.559997595,0.023069501,0.034483817,0.206136315,1
1.007361814,0.017871729,0.430185129,0.014741781,0.016132314,0.430185129,-0.289387923,1.354781867,0.441315014,0.963249944,0.000046655,0.152756358,1.049605648,0.073127172,0.884080007,1.411957813,1.637512399,-0.767656054,4.60506294,4.230361725,4.491013902,0.016735289,0.022365845,0.31775624,1
1.00653606,0.019815052,0.435143495,0.014650981,0.014184604,0.435143495,0.3167268,0.466974299,0.27483691,0.973332986,0.0001069,0.193814666,1.044933175,0.058270097,0.842746578,-0.032314277,-0.574739286,-1.093960384,4.605064401,4.322015271,4.536092687,0.019317783,0.025079838,0.305907433,1
0.998590204,0.031369672,0.329731793,0.027976883,0.033615579,0.329731793,-1.397667978,2.10885714,0.844278009,0.899940475,0.000705574,0.105656184,1.060777189,0.161948627,0.78760617,3.238025648,4.348775171,-0.210998188,4.60477227,4.168752273,4.462780614,0.012632342,0.027998445,0.257877421,1
1.007074058,0.028899815,0.961756194,0.024775995,0.025168374,0.961756194,0.57497888,1.260559106,1.297385161,0.948151261,0.00108295,0.384424827,1.079282908,0.095166365,1.979945503,1.807995053,0.433480656,3.054341673,4.604868841,4.268376011,4.564993394,0.018191858,0.023468812,0.190933564,1
1.00123012,0.020974196,0.718054946,0.01619814,0.013846661,0.718054946,-1.82464065,1.46281403,0.938148897,0.942553412,0.000573406,0.19564973,1.030953257,0.06941931,1.979945503,4.226652001,2.743514411,0.492187294,4.605037988,4.40358344,4.445197054,0.01166699,0.013579547,0.63866048,1
1.018833754,0.058943302,0.451355046,0.055534037,0.058727473,0.451355046,0.991921285,1.254886515,1.696585696,0.918408045,0.000573406,0.19564973,1.165753948,0.244043464,1.082203208,0.415617268,0.724727953,4.352063017,4.603709045,4.150413665,4.546875309,0.051692458,0.072773498,0.179103089,1
1.005901585,0.015744177,0.23233267,0.006428854,0.008000401,0.23233267,0.238200619,0.222134323,0.386841795,0.990571586,0.000321725,0.106657719,1.023351729,0.038578547,0.420392321,0.250853189,-0.225160714,-1.526736044,4.605149773,4.460648828,4.495543036,0.006501794,0.009132279,0.215315941,1
1.004396219,0.019271041,0.334134514,0.00656142,0.007631758,0.334134514,0.714942802,-0.151813501,-1.278440864,0.990571586,0.000321725,0.143329172,1.024606447,0.038578547,0.428311328,1.003145914,-0.295074441,1.38601686,4.605148881,4.515510869,4.585261839,0.007412901,0.010823745,0.062593644,1
1.004704986,0.018692786,0.359404022,0.005139633,0.00572585,0.359404022,0.694259676,0.202492693,0.33951109,0.993927421,0.006127041,0.223465273,1.024606447,0.033995317,0.520065222,2.461134869,0.042010042,-0.649474943,4.605157117,4.556879146,4.583434996,0.005885419,0.006468883,0.099180415,1
1.011598159,0.068343808,0.454742394,0.064064789,0.060157226,0.454742394,0.453101061,0.983737002,0.870434171,0.871651156,0.000525657,0.101301577,1.172285272,0.217293211,0.975163932,0.378645094,-0.113504055,0.056126496,4.603179598,4.232557115,4.499769154,0.061089095,0.080642905,0.249220367,1
1.01014787,0.031817872,0.279289627,0.033356864,0.03705549,0.279289627,1.864140918,2.544977028,0.927421467,0.935244457,0.000525657,0.125803703,1.153713395,0.201643405,0.595170674,6.187959029,7.094255848,-0.288417312,4.6046353,4.128276721,4.496822656,0.016680382,0.028373446,0.18617352,1
1.007646665,0.013717482,0.242640147,0.007826948,0.009089075,0.242640147,-0.045126146,0.595622629,0.777754433,0.987366737,0.00016059,0.125803703,1.026784962,0.039252144,0.432779263,-0.173972737,0.089917903,-0.889506692,4.605140014,4.36845364,4.527306666,0.009879167,0.013224189,0.151309837,1
1.005439518,0.017742368,0.410106623,0.008630877,0.00983941,0.410106623,0.361468109,0.137339914,-0.402604667,0.98624284,0.000617506,0.20818512,1.026829409,0.04260911,0.569705141,-0.43371668,-0.678319999,-1.178071545,4.605133379,4.429834548,4.567158463,0.012834823,0.015170682,0.185207933,1
1.005698697,0.017043385,0.286490511,0.006775914,0.009089749,0.286490511,-0.248055628,0.400405701,0.942988215,0.98624284,0.000648072,0.140803282,1.019305566,0.04260911,0.546330634,-0.348262546,-0.383556685,-0.384401655,4.605147476,4.454928426,4.526177794,0.009591833,0.013312358,0.161590668,1
1.003431493,0.025822557,0.261829098,0.020608163,0.022607591,0.261829098,-0.554265385,1.509867705,1.003800553,0.948398044,0.000619434,0.140803282,1.054853475,0.095949821,0.495900108,0.94745365,1.892423326,0.043132413,4.604958428,4.264933875,4.539619865,0.015979845,0.023870525,0.130995091,1
1.002875199,0.035478096,0.423755008,0.029898475,0.029328351,0.423755008,1.10514621,1.328994877,-0.374213048,0.948398044,0.000478247,0.163934839,1.112676187,0.1410875,0.645500879,2.511113941,1.653931292,-1.018527306,4.604730319,4.283331077,4.544588753,0.027785197,0.026962896,0.229338918,1
1.006805492,0.023474475,0.40989555,0.022566334,0.025688246,0.40989555,2.452268023,2.484463314,-0.249764639,0.957284929,0.000223224,0.168652435,1.112676187,0.1410875,0.645500879,9.412537037,7.145200298,-1.15991324,4.604923351,4.148179368,4.535136553,0.013013572,0.022262011,0.278116137,1
1.007725075,0.046382925,0.438299885,0.038974609,0.033074456,0.438299885,0.786044712,0.871527621,0.311942667,0.931083561,0.000106972,0.135367383,1.108816486,0.129516702,0.889978764,0.398732489,0.069994607,-0.464359601,4.604429242,4.349842902,4.503716722,0.042937163,0.042496118,0.269308206,1
1.005029668,0.021270107,0.289482698,0.014277712,0.014870819,0.289482698,0.239541321,1.201239156,0.77130471,0.969253549,0.000469208,0.090030756,1.056933378,0.065899502,0.68745093,1.409185519,1.042959272,0.231664704,4.605069377,4.37898544,4.513985422,0.016057042,0.018502455,0.184707424,1
1.005123628,0.01552634,0.225816163,0.005318696,0.006285404,0.225816163,0.236708241,-0.000968528,1.471943078,0.995008171,0.002605377,0.090030756,1.016440875,0.030359509,0.489392616,-0.766113707,-0.654850879,1.478895529,4.605156191,4.516646764,4.532614022,0.008227602,0.00864496,0.089721534,1
1.004902183,0.016328011,0.184867497,0.001895043,0.002689797,0.184867497,0.330036809,-0.236280301,0.463645885,1.001568251,0.008669948,0.128737596,1.009349649,0.022618608,0.257060777,-0.652112772,-0.058334702,-0.906632073,4.605168408,4.59122273,4.584277957,0.002531584,0.003482922,0.058382463,1
1.005867694,0.015640125,0.161298511,0.002670461,0.00334468,0.161298511,0.45904299,-0.207549804,0.214112053,1.000897096,0.006748043,0.098462087,1.012741901,0.022618608,0.242316289,-0.190467917,-0.429617559,-0.102671733,4.605166663,4.581448849,4.586921489,0.003330563,0.004741422,0.031798477,1
1.005914999,0.015695354,0.371088249,0.007506899,0.009921954,0.371088249,-0.77187623,0.91379292,0.599968145,0.983468838,0.000203997,0.098462087,1.019253624,0.045787462,0.841509857,0.502275702,1.168821367,-1.301799059,4.605142285,4.395783889,4.36514651,0.008167721,0.008999809,0.505556455,1
1.001108438,0.025894845,0.518735707,0.022127717,0.027531155,0.518735707,-1.82719416,2.371825331,-0.027465703,0.915669806,0.000203997,0.199081941,1.034653815,0.140418561,0.841509857,4.635650784,6.423692107,-1.392527209,4.604922463,4.157495449,4.526385113,0.020431366,0.024166556,0.35885201,1
1.004284127,0.039087209,0.432473758,0.041322931,0.045062361,0.432473758,1.679659328,2.265679359,0.643263299,0.915669806,0.000027227,0.199081941,1.190919669,0.244327498,0.735046665,6.693773131,5.553847542,-0.327365095,4.604341024,4.100839326,4.55498212,0.021251325,0.028483774,0.163386414,1
1.007015751,0.024753715,0.327900388,0.02209098,0.022452536,0.327900388,0.367620382,2.215591478,0.607626976,0.931311882,0.000162842,0.196165402,1.078469351,0.122850917,0.526465896,3.915285679,5.6087631,-0.554852471,4.604930082,4.278858746,4.570611085,0.013082992,0.016755093,0.120513152,1
1.006337214,0.035061153,0.311162032,0.030133324,0.028026712,0.311162032,0.140878847,1.240769739,0.159212915,0.931311882,0.001102197,0.146412785,1.078469351,0.122850917,0.496927775,0.705374919,1.154888915,-0.723413989,4.604722259,4.307387797,4.564833701,0.031100086,0.03089693,0.135660574,1
1.004364435,0.036520441,0.28147514,0.029987154,0.028663297,0.28147514,0.522942747,0.930004801,-0.021394161,0.931515443,0.000822666,0.146412785,1.090385071,0.12046099,0.423646707,0.921732389,0.184712228,-0.946767519,4.604726535,4.297899803,4.570812178,0.027156571,0.037408969,0.122243671,1
1.004991582,0.028611446,0.279791555,0.023649244,0.024433074,0.279791555,0.934109407,1.310071627,1.398521488,0.952443375,0.000694448,0.152202693,1.090385071,0.109196676,0.519508306,2.775011254,1.320922423,1.542494599,4.604895199,4.269920272,4.563445043,0.021330602,0.029258282,0.094603865,1
1.00858344,0.028816168,0.36183879,0.02454074,0.022092394,0.36183879,0.537306624,1.0026099,-0.077236874,0.959905043,0.000500436,0.201797833,1.080978598,0.098597975,0.529003468,0.453845876,0.39476497,-1.568222248,4.604875357,4.322249414,4.555140846,0.029361807,0.031691066,0.228516932,1
1.005997315,0.015962613,0.329541706,0.006748287,0.008667431,0.329541706,0.277815701,0.200366073,0.026043683,0.987990242,0.000183206,0.158780784,1.021378869,0.040559031,0.502875434,-0.042923902,-0.144804747,-0.29669962,4.6051477,4.435856454,4.578712235,0.00799967,0.011058777,0.101601939,1
1.008273135,0.014092788,0.455694722,0.007640107,0.00834099,0.455694722,0.335742098,0.46168133,0.914266656,0.989549357,0.000006813,0.16831679,1.028516002,0.038242278,0.937456203,0.121161053,0.004211264,0.081699258,4.605141501,4.412789261,4.52068311,0.010611223,0.012654131,0.246428992,1
1.007646505,0.020408437,0.605240984,0.016267134,0.017747838,0.605240984,-0.429435933,1.159852582,0.061710992,0.967494766,0.000006813,0.316678188,1.051230862,0.073771449,0.937456203,0.714336728,0.574773431,-1.059555683,4.605039554,4.251279379,4.564504484,0.016689988,0.02476121,0.283869991,1
1.004699749,0.028147168,0.487563681,0.025369691,0.020404602,0.487563681,-0.318004948,0.694067769,0.527748336,0.951543742,0.000360113,0.235542249,1.051230862,0.080110653,0.869899286,-0.873124491,-0.368259082,-1.202235198,4.604850453,4.334188479,4.535434297,0.042511079,0.028677099,0.330221606,1
1.006727618,0.033742494,0.361999878,0.029230367,0.02771299,0.361999878,0.277444447,0.878549815,1.101558686,0.951543742,0.000792263,0.215266708,1.081284692,0.104727109,0.665542191,-0.347122327,-0.266814338,2.247216721,4.604749646,4.273204351,4.583059275,0.039052145,0.039984072,0.083030164,1
1.007192066,0.015093733,0.30454218,0.011682554,0.010679002,0.30454218,-0.481400531,0.810137787,0.604250406,0.972222089,0.000690717,0.127678157,1.033205498,0.04712893,0.557917555,0.638928145,-0.038188802,-0.066834674,4.605102785,4.356360824,4.540295145,0.015093683,0.015953285,0.104179741,1
1.005590169,0.018379614,0.297586541,0.0118967,0.012690697,0.297586541,0.09514643,0.660768819,0.800936782,0.980601199,0.000441268,0.146672782,1.033205498,0.051621116,0.557917555,-0.771493438,-0.419753526,-0.276374138,4.605100227,4.360392714,4.53706728,0.018582679,0.018977092,0.146149893,1
1.003749978,0.019289424,0.181264534,0.01033176,0.012773533,0.181264534,-0.112597893,0.505651268,1.360566535,0.980601199,0.000441268,0.112881726,1.024876847,0.051621116,0.363841486,-0.848119661,-0.607771838,3.107204132,4.605117189,4.372175649,4.577753164,0.01759982,0.020808384,0.050629577,1
1.003469673,0.031848472,0.226113554,0.02856636,0.031862982,0.226113554,1.363349908,1.718203298,0.798088395,0.934402291,0.00070182,0.112881726,1.117885091,0.151180952,0.424323535,5.288989201,2.509160985,-0.814472405,4.604769792,4.189179792,4.520951634,0.017423917,0.027188048,0.147725472,1
